rank,feature_index,target_label,target_subtype,target_n,other_n,target_mean,other_mean,target_minus_others,specificity_z,p_value,fdr,feature_name,gene_symbol,entrez_id
425,212,2,HER2-enriched,46,829,0.3609624515660311,0.3526994559550342,0.00826299561099686,0.09679312859438473,,,CLCN4|1183,CLCN4,1183
426,103,2,HER2-enriched,46,829,0.12002883616968454,0.10911549661541178,0.01091333955427276,0.09591080002889182,,,C1QL2|165257,C1QL2,165257
427,646,2,HER2-enriched,46,829,0.5179772407527454,0.5154843827153893,0.002492858037356105,0.09295373039704492,,,PAPD7|11044,PAPD7,11044
428,742,2,HER2-enriched,46,829,0.43234519190297604,0.42408408787173185,0.008261104031244193,0.08636929721243035,,,REEP1|65055,REEP1,65055
429,427,2,HER2-enriched,46,829,0.050278040798926206,0.04519276782530922,0.0050852729736169874,0.08628025570876446,,,HRK|8739,HRK,8739
430,58,2,HER2-enriched,46,829,0.5798568656830809,0.5750219526533379,0.004834913029743038,0.08470013316236961,,,ATP8B1|5205,ATP8B1,5205
431,829,2,HER2-enriched,46,829,0.3008153496964332,0.28594946044000713,0.014865889256426068,0.08309363545041196,,,SLC6A14|11254,SLC6A14,11254
432,302,2,HER2-enriched,46,829,0.5708488933554409,0.5651802553586565,0.005668637996784409,0.07793704376781829,,,ENPP1|5167,ENPP1,5167
433,89,2,HER2-enriched,46,829,0.4987551916823235,0.49625814413073427,0.0024970475515892487,0.07413047249128735,,,C12orf11|55726,C12ORF11,55726
434,44,2,HER2-enriched,46,829,0.3560784580516609,0.3495724647253992,0.006505993326261672,0.07136883558471155,,,ARHGEF4|50649,ARHGEF4,50649
435,522,2,HER2-enriched,46,829,0.1787888038917325,0.1706184509764645,0.008170352915267992,0.06849602372988128,,,LOC84740|84740,LOC84740,84740
436,678,2,HER2-enriched,46,829,0.1871268808016552,0.18012390770710396,0.007002973094551251,0.0683098128018651,,,PNMA3|29944,PNMA3,29944
437,381,2,HER2-enriched,46,829,0.15066167987950074,0.14388042827307052,0.0067812516064302275,0.06408841810268022,,,GFRA3|2676,GFRA3,2676
438,102,2,HER2-enriched,46,829,0.30765316199398657,0.3004048415464551,0.007248320447531487,0.06349528748270017,,,C19orf51|352909,C19ORF51,352909
439,278,2,HER2-enriched,46,829,0.1783469433639676,0.17034715907726566,0.00799978428670195,0.06184521891151918,,,DNER|92737,DNER,92737
440,461,2,HER2-enriched,46,829,0.18018678103463345,0.17314782583603458,0.007038955198598873,0.05846450013438099,,,KCNS1|3787,KCNS1,3787
441,225,2,HER2-enriched,46,829,0.2711815356214378,0.26458305125936793,0.00659848436206989,0.056593388837107406,,,COL22A1|169044,COL22A1,169044
442,332,2,HER2-enriched,46,829,0.051938058594319735,0.04852900194875918,0.003409056645560557,0.05374845843463637,,,FAM19A4|151647,FAM19A4,151647
443,510,2,HER2-enriched,46,829,0.02712055687828433,0.023509989110447663,0.003610567767836668,0.0509690045167687,,,LIN28B|389421,LIN28B,389421
444,395,2,HER2-enriched,46,829,0.5830149960187476,0.580215318173407,0.0027996778453406312,0.04975792616545211,,,GPD1L|23171,GPD1L,23171
445,824,2,HER2-enriched,46,829,0.5549726267535238,0.5524595307495668,0.002513096003956994,0.048957152150367396,,,SLC43A3|29015,SLC43A3,29015
446,269,2,HER2-enriched,46,829,0.04026513422582874,0.036869617810371916,0.003395516415456823,0.04591636410613596,,,DMRT1|1761,DMRT1,1761
447,719,2,HER2-enriched,46,829,0.4958936836966389,0.4939905455484686,0.0019031381481702803,0.04297955441534268,,,PVR|5817,PVR,5817
448,366,2,HER2-enriched,46,829,0.09962959996081046,0.09566149639463145,0.003968103566179007,0.04241594283295112,,,FSD1|79187,FSD1,79187
449,509,2,HER2-enriched,46,829,0.6283795775091631,0.626638212976373,0.0017413645327900573,0.03605166111303012,,,LIMA1|51474,LIMA1,51474
450,64,2,HER2-enriched,46,829,0.3146340710477795,0.3088928637710958,0.005741207276683702,0.03534424717627081,,,BBOX1|8424,BBOX1,8424
451,216,2,HER2-enriched,46,829,0.5542111798893609,0.5518782545201919,0.002332925369168959,0.03176726928541744,,,CMBL|134147,CMBL,134147
452,53,2,HER2-enriched,46,829,0.05618258741894963,0.054629026835218246,0.0015535605837313851,0.029412565681871117,,,ATOH7|220202,ATOH7,220202
453,240,2,HER2-enriched,46,829,0.571200850199566,0.5687161724752937,0.0024846777242722995,0.024682179834258074,,,CX3CL1|6376,CX3CL1,6376
454,233,2,HER2-enriched,46,829,0.49370720457578937,0.4922377410240782,0.001469463551711181,0.02379168065314086,,,CROT|54677,CROT,54677
455,45,2,HER2-enriched,46,829,0.1765999393605138,0.1745304895815783,0.0020694497789355004,0.022724347369434596,,,ARL9|132946,ARL9,132946
456,931,2,HER2-enriched,46,829,0.6584787916554224,0.6572122751420472,0.001266516513375282,0.01970057985700722,,,TSPAN13|27075,TSPAN13,27075
457,768,2,HER2-enriched,46,829,0.48067855799697745,0.4802014734637583,0.000477084533219152,0.018807907487843514,,,RPIA|22934,RPIA,22934
458,544,2,HER2-enriched,46,829,0.5839427317811867,0.583348001341948,0.0005947304392387442,0.01773669885255203,,,MAN2B2|23324,MAN2B2,23324
459,518,2,HER2-enriched,46,829,0.2825372279870844,0.28040772885556425,0.002129499131520163,0.01714362615259511,,,LOC145837|145837,LOC145837,145837
460,822,2,HER2-enriched,46,829,0.6200620894834222,0.6195815842335034,0.0004805052499188278,0.015522795885664834,,,SLC39A9|55334,SLC39A9,55334
461,638,2,HER2-enriched,46,829,0.08845161659024811,0.08687050896944051,0.001581107620807598,0.015138668496960599,,,OPRK1|4986,OPRK1,4986
462,911,2,HER2-enriched,46,829,0.09956653670456586,0.09850230070225949,0.0010642360023063735,0.014264576838323774,,,TMEM74|157753,TMEM74,157753
463,570,2,HER2-enriched,46,829,0.6395094975613062,0.6379939911019749,0.001515506459331295,0.012901462992562125,,,MLPH|79083,MLPH,79083
464,782,2,HER2-enriched,46,829,0.572537731276144,0.5712341362185226,0.0013035950576214539,0.011904614477573938,,,SCNN1A|6337,SCNN1A,6337
465,304,2,HER2-enriched,46,829,0.4873436847741487,0.48664942471187,0.0006942600622786843,0.01141432000854735,,,EPB41L4A|64097,EPB41L4A,64097
466,688,2,HER2-enriched,46,829,0.10848171662312751,0.10774093332779318,0.0007407832953343352,0.01109629050978924,,,POU5F1|5460,POU5F1,5460
467,801,2,HER2-enriched,46,829,0.3523183369185695,0.35194252815630356,0.00037580876226595006,0.008316828159597726,,,SFT2D2|375035,SFT2D2,375035
468,144,2,HER2-enriched,46,829,0.0559787030668522,0.055499624122715606,0.00047907894413659613,0.0059677440306491955,,,CAMKV|79012,CAMKV,79012
