projection_1,projection_2,projection_method,subtype_id,subtype,Normal-like signature,Basal-like signature,Luminal subtype signature,HER2-enriched subtype signature
3.0677915,1.6660218,PCA,2,HER2-enriched,-0.37502386277013355,0.30661312940343133,-0.3621428386592784,1.8805166511423301
1.956611,-4.1611423,PCA,0,Normal-like,1.168390901288101,-0.0365026367873597,-0.3631328467431191,-0.25107325102278655
-5.269465,10.297789,PCA,4,Luminal B,-0.7252462888611579,-0.7303865132505656,0.6385251022776804,0.07581106698187769
-6.0493307,-3.382887,PCA,3,Luminal A,-0.1446071335553058,-0.2826673499278023,0.9018412959916762,-0.43617763787844793
-4.009855,-5.6618605,PCA,3,Luminal A,0.5861073056561955,-0.40870976377056095,0.46570056892593437,-0.4556019612222682
-5.6545806,-2.807609,PCA,3,Luminal A,-0.046672643022817054,-0.42261465662269015,0.5965420918390913,-0.19549054151688283
-5.5786095,-3.7826805,PCA,3,Luminal A,-0.4172519703208382,-0.4870962361611341,0.8284546637617036,-0.5034671183923093
0.2978091,-4.5755568,PCA,0,Normal-like,0.8314315518208478,-0.23281372126735328,-1.3473028253294803,-0.7664793783470383
-7.2813654,9.356249,PCA,4,Luminal B,-0.6388459506391518,-0.4987553759289405,0.611921216697376,-0.6318820439070252
8.081019,-2.629234,PCA,0,Normal-like,0.34456557663946086,0.47823724801932255,-0.9403924659097612,1.3524121166450724
20.429678,1.1012039,PCA,1,Basal-like,-1.1333178099073158,1.2561675130953789,-2.4598386360922104,1.6701758556735564
19.57666,0.7382951,PCA,1,Basal-like,-0.9590170346990987,1.1724899855773105,-1.9834425766268033,0.8783401366049297
8.644512,6.826902,PCA,2,HER2-enriched,-0.1322755370891046,0.14816826673073735,-0.870597359271472,1.376911254200272
-2.5526855,-4.6691074,PCA,3,Luminal A,0.8098698926577182,-0.30367513639729177,0.22915942218169535,-0.07833650957049695
-5.914662,-3.6688871,PCA,3,Luminal A,0.247576955253849,-0.19604612587032533,0.6023063214821386,-0.48891653246796735
-0.4235528,-5.1838026,PCA,3,Luminal A,1.4432603091088156,-0.38371707238062724,-0.16295541708560307,-0.2841604229893292
-6.5544114,-0.7362013,PCA,3,Luminal A,-0.14242151630359923,-0.38602091394685106,0.8673889332993261,-0.32078481626003535
-7.3376594,1.6440635,PCA,3,Luminal A,-1.499884087758381,-0.35755069884611185,1.150646850096579,-0.9196784985918217
-5.760504,-3.282755,PCA,3,Luminal A,-0.4652101165065955,-0.7190247702316028,0.5815352877663716,-0.7096841226170947
-5.176545,-3.94729,PCA,3,Luminal A,0.038307505031430225,-0.48997359390534106,0.2766208091832356,0.277852401748628
-7.0782723,9.647388,PCA,4,Luminal B,-0.5551437625983077,-0.5784939217825209,0.647346817546388,0.08509836555402642
-3.7989607,-4.8161497,PCA,3,Luminal A,0.6654408604374935,-0.20117336755567142,0.6009567195623041,-0.23842301064809757
-0.17272432,-5.123975,PCA,4,Luminal B,1.632894304619374,-0.07411245292450261,-0.5716124505530664,-0.1786045638608978
-6.5950346,-2.7491963,PCA,3,Luminal A,0.34700800908553053,-0.5222982786418529,0.8018117053240562,-0.46843083979172073
-7.4478006,8.453541,PCA,4,Luminal B,-0.7311574935668763,-0.6806542084669148,0.8024388706812757,0.23217959964440096
19.793541,0.7321949,PCA,1,Basal-like,-0.6039463521680324,1.7612220861840195,-1.7308224157222891,0.8600692074966482
-4.954334,9.23568,PCA,4,Luminal B,-0.3236355506738059,-0.48558101863245684,0.06654532367163556,0.2741713028489709
-5.468831,4.942841,PCA,3,Luminal A,-0.4653520707007376,-0.14013540287127405,0.5347370621160012,-0.13359456928343688
-7.163664,1.7251801,PCA,3,Luminal A,-0.82846211984416,-0.3567872639564159,1.1784945445427495,-0.480238625461735
-5.999896,-3.6053529,PCA,3,Luminal A,-0.3012867527353575,-0.4414871638674929,0.6299147942555862,-0.40012777230158025
-7.6986313,7.3300214,PCA,4,Luminal B,-1.2485684064333298,-0.5853659608047858,0.8676751377011344,-0.38420118323482916
6.3401437,6.059382,PCA,2,HER2-enriched,-0.36453462531075237,0.01461256122449517,-0.969015961345757,0.9994842256835087
-4.219088,8.965494,PCA,4,Luminal B,-1.0567338302851477,-0.24546673091731008,0.08074855116686502,0.6241888967917332
-6.631384,11.14765,PCA,4,Luminal B,-0.8110437071951421,-0.551353987712379,1.2053384230829693,-0.38417843201644336
-4.477679,-5.2119374,PCA,3,Luminal A,0.1433832785826472,-0.25877531454414,0.6899962740579265,-0.3545663306523084
8.02316,6.098884,PCA,2,HER2-enriched,-0.34768647831560284,-0.28942977497630495,-1.2377403994076075,1.6211187351079086
-6.3298078,-1.6070004,PCA,3,Luminal A,-0.8121634249512418,-0.5431613544882917,0.7603159746557739,-0.5861436862206764
-5.587039,-4.2048287,PCA,3,Luminal A,0.5035797067669441,-0.4498083516524902,0.7249935885436143,-0.613107776752001
-7.3494225,6.4548945,PCA,4,Luminal B,-1.5971327597732157,-0.732647102376627,0.93103873933736,-0.7889888867502628
25.74267,3.36554,PCA,1,Basal-like,-0.17032818691374507,2.1167305167892874,-1.4230428054451782,1.0455850911422353
13.675642,1.1885533,PCA,1,Basal-like,-0.5145027531766198,0.5426199163592829,-1.3319346124173652,1.8110732511383603
0.5691401,-4.9141893,PCA,0,Normal-like,1.6941322188669399,-0.05608294771242713,-0.1755660948779531,-0.15579919306768514
-8.40265,6.875939,PCA,4,Luminal B,-1.563312763072477,-0.7405370093371964,1.0535297828038754,-0.8126137319723905
-5.8578463,8.063629,PCA,4,Luminal B,-0.6247366653997011,-0.24511151477303067,0.5828776793234756,0.15419854596171667
-7.637181,5.8527694,PCA,3,Luminal A,-0.7121287085059123,-0.5650430944227179,0.2942187328872984,-0.38182698064538767
0.4456989,-4.9127994,PCA,3,Luminal A,0.7249060409719871,-0.2665512925611038,-1.136925963041676,-0.9877457280590627
-7.218737,7.1930814,PCA,3,Luminal A,-1.195593221140022,-0.6156440181906063,0.8216232559429426,-0.6041580108990299
