feature_index,score,feature_name
873,0.4555721163040934,SYTL2|54843
598,0.4554377760682002,NCAPH|23397
722,0.4553889351896026,RACGAP1|29127
999,0.45469302203917594,ZNF763|284390
984,0.45456594299379566,ZBTB4|57659
43,0.45446930747707637,ARHGAP11A|9824
67,0.4537293369889546,BBS5|129880
328,0.45362386968216856,FAM174B|400451
511,0.45351739256300133,LMO4|8543
915,0.4530058316903858,TP53INP1|94241
169,0.4527970240128124,CCT5|22948
80,0.4526440820376001,BUB1|699
174,0.4525124716679902,CDC25B|994
554,0.4521084839282872,MCM3|4172
603,0.45208417710759413,NDUFAF4|29078
44,0.45189300159217716,ARHGEF4|50649
456,0.4518222692870949,KCNH1|3756
605,0.4510045266964633,NEK10|152110
559,0.45064795980953787,MED30|90390
75,0.45039785263120447,BLM|641
916,0.45036773453191137,TPCN1|53373
146,0.45021180526780796,CAPN13|92291
539,0.4498626095163656,MAGED2|10916
611,0.44959580805755717,NOL10|79954
406,0.44952047069393336,GPSM2|29899
693,0.44930949562260647,PREX1|57580
913,0.44861537666984164,TMSB15A|11013
553,0.44842880606039276,MCM2|4171
505,0.44833216971399775,LCTL|197021
609,0.44799895790412164,NIP7|51388
544,0.44796491091447777,MAN2B2|23324
531,0.447762920717878,LRRC48|83450
224,0.44765385407502767,COL11A2|1302
878,0.4474579672722427,TAF5|6877
204,0.4470240367064143,CHRM3|1131
113,0.44696875309084166,C2orf55|343990
479,0.4467906568938075,KIF18A|81930
383,0.4466913224120001,GIN1|54826
588,0.4465485305130742,MYO5C|55930
203,0.4462952316848997,CHRD|8646
477,0.4461621342272736,KIF15|56992
437,0.44557111734771565,IGFALS|3483
847,0.4454376930529316,SPARCL1|8404
948,0.44526091039624777,UBE2C|11065
93,0.44440879900652075,C14orf174|161394
806,0.4443343818583516,SHCBP1|79801
724,0.444008031372469,RAD51|5888
150,0.443954670618164,CBX7|23492
486,0.4439093130051582,KIFC1|3833
648,0.4438921190571872,PAPSS1|9061
127,0.4434451657532096,C8orf47|203111
266,0.44312976288959083,DKC1|1736
242,0.44297378458891995,CXCL3|2921
399,0.4422959607561761,GPR12|2835
670,0.44221007135905127,PHOSPHO2|493911
13,0.44205624288970546,ACOX2|8309
601,0.4417381814661802,NCRNA00162|378825
363,0.44138813473967403,FOXP1|27086
446,0.44137804054947494,INPP5J|27124
716,0.44129905706233485,PTTG1|9232
691,0.44123527119874406,PRC1|9055
343,0.4412343614534151,FANCE|2178
777,0.4400417269042868,SCCPDH|51097
653,0.4398663492638449,PDCD5|9141
185,0.439818148912765,CDKN2A|1029
629,0.4396150759757909,NUF2|83540
703,0.439011930177913,PRTFDC1|56952
408,0.43900625008226163,GRM6|2916
966,0.4386648526458945,VPS39|23339
447,0.4386443633843648,IRS1|3667
607,0.4385361002101269,NEK5|341676
64,0.43842829972203073,BBOX1|8424
118,0.43789801140514006,C5orf30|90355
896,0.4374194455701216,TIGD6|81789
129,0.43734696080077634,C9orf100|84904
220,0.43717424095296065,CNGB1|1258
384,0.4371480807914467,GINS1|9837
839,0.4371371859522959,SNRPA1|6627
111,0.4369280110650652,C22orf23|84645
241,0.43682408499287684,CXCL1|2919
760,0.43673887895060864,RNASEH1|246243
368,0.43671525765500346,FUT8|2530
577,0.43667541950747946,MRPL15|29088
550,0.43659055629538196,MATN4|8785
866,0.43657185957870015,SUSD3|203328
809,0.4363907881597747,SKA3|221150
122,0.43631919876336106,C6orf15|29113
540,0.43622911072069076,MAGOH|4116
875,0.436126241086402,SYTL5|94122
226,0.43609706960696004,COQ7|10229
234,0.4359040029724228,CRY2|1408
4,0.43580623354287534,ABCC11|85320
33,0.43545239133127767,ANKRD42|338699
294,0.43539774898000233,ECE2|9718
797,0.4348166603198047,SERPINB5|5268
546,0.4347853749995233,MAP3K12|7786
278,0.4347136386333045,DNER|92737
525,0.434696279534108,LPIN1|23175
131,0.4346539373474146,C9orf152|401546
287,0.4346375593325208,DUSP7|1849
685,0.43445202745963,POLR3G|10622
647,0.43436910783614074,PAPL|390928
350,0.43345348659383326,FEN1|2237
291,0.4334411571029983,E2F2|1870
441,0.43277799043511284,ILF2|3608
348,0.4327503604374166,FBXL5|26234
476,0.43273292033454147,KIF14|9928
355,0.4327267788159603,FLJ36031|168455
36,0.43240140458441867,ANLN|54443
655,0.432273891617708,PDE9A|5152
430,0.43201606129575126,IFFO2|126917
729,0.43198878949633357,RALGAPA1|253959
499,0.4318370796551599,KRT83|3889
604,0.43182159065580455,NEIL3|55247
450,0.4315521649566597,ITPR1|3708
32,0.4314418556526816,ANKRD30B|374860
961,0.4304189790974054,UQCRH|7388
582,0.43015325547073396,MSLN|10232
780,0.43014846622517866,SCN4B|6330
290,0.42952348346240954,E2F1|1869
386,0.4292809202258661,GINS4|84296
656,0.4280271607180617,PDGFD|80310
425,0.427871392575233,HPDL|84842
267,0.42758840197081144,DLX6AS|285987
217,0.42696463464998285,CMTM7|112616
305,0.42670017229252827,EPHB1|2047
921,0.4264685234619372,TRIM29|23650
364,0.42632840349023937,FRY|10129
86,0.42617509362558376,C11orf75|56935
158,0.4259695680980988,CCDC82|79780
791,0.42588199910912494,SEMA3F|6405
832,0.4257708272268719,SLC7A13|157724
480,0.42565232928266805,KIF18B|146909
735,0.4255303023222269,RARRES1|5918
85,0.4250410697692217,C10orf90|118611
761,0.42494196632818176,RND1|27289
890,0.42472576326038136,TEX10|54881
907,0.4245127378494735,TMEM206|55248
740,0.42443925082964046,RCOR2|283248
698,0.4243963906878305,PRNP|5621
282,0.42431307910723987,DSC2|1824
684,0.42383333915875715,POLR2D|5433
569,0.42371121758158753,MKL2|57496
768,0.42347046534022414,RPIA|22934
83,0.4234033088387284,C10orf26|54838
448,0.42339938976304714,IRX1|79192
160,0.42326978267691323,CCDC99|54908
97,0.42318432423749014,C16orf45|89927
42,0.42279674447841487,APPL2|55198
953,0.42261849270929264,UBXN2A|165324
700,0.42255333350426194,PRRT3|285368
478,0.42200759570084,KIF16B|55614
311,0.4214809382459586,EVL|51466
852,0.4214723422374966,SPG11|80208
947,0.4209285398820845,UBASH3B|84959
750,0.42091823811512624,RGS20|8601
494,0.42081590415670644,KLK8|11202
433,0.42081186093298467,IGBP1|3476
711,0.4205527136256442,PTDSS1|9791
288,0.4204901341994581,DUSP9|1852
90,0.41968785216577714,C12orf48|55010
322,0.4190988494853102,FAM134B|54463
560,0.41904871119906373,MEIS3P1|4213
592,0.4189971506002401,NBEA|26960
319,0.4188966686090454,FAM114A2|10827
512,0.41868694135384044,LMOD1|25802
758,0.41856753829234417,RMND5B|64777
34,0.4183583397592284,ANKRD45|339416
573,0.4183189625518093,MOBKL2B|79817
786,0.41822305412209887,SEC14L4|284904
977,0.4179391037434482,XPC|7508
558,0.41785417972447425,MDGA2|161357
376,0.4177154613558946,GARS|2617
415,0.4174509549670204,H2AFZ|3015
23,0.41725347387601014,AKR1E2|83592
35,0.4168024195522268,ANKS6|203286
888,0.41669193348822525,TCTN1|79600
694,0.4166006563135196,PRICKLE2|166336
857,0.41652751461155607,ST3GAL6|10402
615,0.41628710667180346,NOTCH1|4851
624,0.4158686051723844,NUBPL|80224
442,0.41581767792252233,IMPA2|3613
419,0.4153177165980428,HEXIM1|10614
167,0.41513194380892926,CCNG2|901
636,0.415111816405299,OIP5|11339
911,0.4146961510654091,TMEM74|157753
826,0.4146796359027083,SLC46A1|113235
870,0.41445567786664367,SYNM|23336
229,0.41407682702833953,CPLX1|10815
944,0.4140008173631896,TUBA3E|112714
763,0.41391444209264605,RNF145|153830
293,0.41380087432531787,EAPP|55837
115,0.4132908050052918,C3orf26|84319
895,0.4131635736701325,TIGD2|166815
642,0.4129357301188445,OSR1|130497
265,0.41292878666985444,DIAPH3|81624
112,0.41288671115592784,C2orf40|84417
774,0.41288098860757194,S100B|6285
263,0.41287194020954476,DEPDC1B|55789
650,0.41227573625292374,PCDH8|5100
6,0.41212715943762684,ABCG1|9619
503,0.41181712143660487,LBR|3930
434,0.4115826713907333,IGF1R|3480
484,0.41137847227647656,KIF4A|24137
963,0.41117817732624956,UTP11L|51118
663,0.4108308743097302,PGLYRP2|114770
827,0.41078585342355833,SLC4A8|9498
776,0.4107610380948869,SBSN|374897
853,0.41072534467966937,SPRY2|10253
912,0.4105253383653317,TMPRSS6|164656
898,0.4103920037429926,TINAGL1|64129
314,0.41029379484317413,EZH2|2146
481,0.4098368056846534,KIF20A|10112
